gameID,pilot,initial impulse,mass,wind,gravity,direction,rho,circle,background image,misc.,paddle,reference,arrow,color of the balls,causal,procedural,none,angular_err,lang,doc,removed_stops,removed_puncts,removed_stops_puncts,lemmatized,num_words,quantiles,Sv,Sp,sv_above_median,sp_above_median
9584-451e9a97-d52c-4c8c-800c-a314ab92de90,pilot2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,53.29471388,"The color of the ball represents its weight. Blue is lightest, tan/brown is 2nd lightest, and the pink/red in heaviest. The background of the game determines the trajectory. The indoor room is similar to any indoor area-no wind, and the laws of gravity are the same. The tropical background causes the balls' trajectory to be swayed- almost like there is a wind being blown southeast. The color of the arrow determines how hard the ball is being thrown. Yellow is a throw with less force and red is a throw with more force. All of these factors are to be considered when determining where to place the paddle. For example, if blue ball is being thrown straight up in the indoor room with the yellow arrow, it is a good estimate to place the paddle directly above the arrow at the top of the circle. The lighter amount of force is likely enough for the ball to reach the top. However, if the brow or pink ball was being thrown in the same room with the same amount if force, it would be a good estimate to place the paddle directly below the throwing position because there is not enough force to get the heavier balls to the top of the circle. If the blue ball was being thrown in the tropical background with the red arrow from the bottom of the circle, it would be a good estimate to place the paddle in the top right area of the circle. However, if the brown or pink balls were being thrown from the same place with the same force, the paddle should be placed way lower on the right side of the circle to account for the ""wind"". ","The color of the ball represents its weight. Blue is lightest, tan/brown is 2nd lightest, and the pink/red in heaviest. The background of the game determines the trajectory. The indoor room is similar to any indoor area-no wind, and the laws of gravity are the same. The tropical background causes the balls' trajectory to be swayed- almost like there is a wind being blown southeast. The color of the arrow determines how hard the ball is being thrown. Yellow is a throw with less force and red is a throw with more force. All of these factors are to be considered when determining where to place the paddle. For example, if blue ball is being thrown straight up in the indoor room with the yellow arrow, it is a good estimate to place the paddle directly above the arrow at the top of the circle. The lighter amount of force is likely enough for the ball to reach the top. However, if the brow or pink ball was being thrown in the same room with the same amount if force, it would be a good estimate to place the paddle directly below the throwing position because there is not enough force to get the heavier balls to the top of the circle. If the blue ball was being thrown in the tropical background with the red arrow from the bottom of the circle, it would be a good estimate to place the paddle in the top right area of the circle. However, if the brown or pink balls were being thrown from the same place with the same force, the paddle should be placed way lower on the right side of the circle to account for the ""wind"". ","['color', 'ball', 'represents', 'weight', '.', 'Blue', 'lightest', ',', 'tan', '/', 'brown', '2nd', 'lightest', ',', 'pink', '/', 'red', 'heaviest', '.', 'background', 'game', 'determines', 'trajectory', '.', 'indoor', 'room', 'similar', 'indoor', 'area', '-', 'wind', ',', 'laws', 'gravity', '.', 'tropical', 'background', 'causes', 'balls', ""'"", 'trajectory', 'swayed-', 'like', 'wind', 'blown', 'southeast', '.', 'color', 'arrow', 'determines', 'hard', 'ball', 'thrown', '.', 'Yellow', 'throw', 'force', 'red', 'throw', 'force', '.', 'factors', 'considered', 'determining', 'place', 'paddle', '.', 'example', ',', 'blue', 'ball', 'thrown', 'straight', 'indoor', 'room', 'yellow', 'arrow', ',', 'good', 'estimate', 'place', 'paddle', 'directly', 'arrow', 'circle', '.', 'lighter', 'force', 'likely', 'ball', 'reach', '.', ',', 'brow', 'pink', 'ball', 'thrown', 'room', 'force', ',', 'good', 'estimate', 'place', 'paddle', 'directly', 'throwing', 'position', 'force', 'heavier', 'balls', 'circle', '.', 'blue', 'ball', 'thrown', 'tropical', 'background', 'red', 'arrow', 'circle', ',', 'good', 'estimate', 'place', 'paddle', 'right', 'area', 'circle', '.', ',', 'brown', 'pink', 'balls', 'thrown', 'place', 'force', ',', 'paddle', 'placed', 'way', 'lower', 'right', 'circle', 'account', '""', 'wind', '""', '.']","['The', 'color', 'of', 'the', 'ball', 'represents', 'its', 'weight', 'Blue', 'is', 'lightest', 'tan', 'brown', 'is', '2nd', 'lightest', 'and', 'the', 'pink', 'red', 'in', 'heaviest', 'The', 'background', 'of', 'the', 'game', 'determines', 'the', 'trajectory', 'The', 'indoor', 'room', 'is', 'similar', 'to', 'any', 'indoor', 'area', 'no', 'wind', 'and', 'the', 'laws', 'of', 'gravity', 'are', 'the', 'same', 'The', 'tropical', 'background', 'causes', 'the', 'balls', 'trajectory', 'to', 'be', 'swayed-', 'almost', 'like', 'there', 'is', 'a', 'wind', 'being', 'blown', 'southeast', 'The', 'color', 'of', 'the', 'arrow', 'determines', 'how', 'hard', 'the', 'ball', 'is', 'being', 'thrown', 'Yellow', 'is', 'a', 'throw', 'with', 'less', 'force', 'and', 'red', 'is', 'a', 'throw', 'with', 'more', 'force', 'All', 'of', 'these', 'factors', 'are', 'to', 'be', 'considered', 'when', 'determining', 'where', 'to', 'place', 'the', 'paddle', 'For', 'example', 'if', 'blue', 'ball', 'is', 'being', 'thrown', 'straight', 'up', 'in', 'the', 'indoor', 'room', 'with', 'the', 'yellow', 'arrow', 'it', 'is', 'a', 'good', 'estimate', 'to', 'place', 'the', 'paddle', 'directly', 'above', 'the', 'arrow', 'at', 'the', 'top', 'of', 'the', 'circle', 'The', 'lighter', 'amount', 'of', 'force', 'is', 'likely', 'enough', 'for', 'the', 'ball', 'to', 'reach', 'the', 'top', 'However', 'if', 'the', 'brow', 'or', 'pink', 'ball', 'was', 'being', 'thrown', 'in', 'the', 'same', 'room', 'with', 'the', 'same', 'amount', 'if', 'force', 'it', 'would', 'be', 'a', 'good', 'estimate', 'to', 'place', 'the', 'paddle', 'directly', 'below', 'the', 'throwing', 'position', 'because', 'there', 'is', 'not', 'enough', 'force', 'to', 'get', 'the', 'heavier', 'balls', 'to', 'the', 'top', 'of', 'the', 'circle', 'If', 'the', 'blue', 'ball', 'was', 'being', 'thrown', 'in', 'the', 'tropical', 'background', 'with', 'the', 'red', 'arrow', 'from', 'the', 'bottom', 'of', 'the', 'circle', 'it', 'would', 'be', 'a', 'good', 'estimate', 'to', 'place', 'the', 'paddle', 'in', 'the', 'top', 'right', 'area', 'of', 'the', 'circle', 'However', 'if', 'the', 'brown', 'or', 'pink', 'balls', 'were', 'being', 'thrown', 'from', 'the', 'same', 'place', 'with', 'the', 'same', 'force', 'the', 'paddle', 'should', 'be', 'placed', 'way', 'lower', 'on', 'the', 'right', 'side', 'of', 'the', 'circle', 'to', 'account', 'for', 'the', 'wind']","['color', 'ball', 'represents', 'weight', 'Blue', 'lightest', 'tan', 'brown', '2nd', 'lightest', 'pink', 'red', 'heaviest', 'background', 'game', 'determines', 'trajectory', 'indoor', 'room', 'similar', 'indoor', 'area', 'wind', 'laws', 'gravity', 'tropical', 'background', 'causes', 'balls', 'trajectory', 'swayed-', 'like', 'wind', 'blown', 'southeast', 'color', 'arrow', 'determines', 'hard', 'ball', 'thrown', 'Yellow', 'throw', 'force', 'red', 'throw', 'force', 'factors', 'considered', 'determining', 'place', 'paddle', 'example', 'blue', 'ball', 'thrown', 'straight', 'indoor', 'room', 'yellow', 'arrow', 'good', 'estimate', 'place', 'paddle', 'directly', 'arrow', 'circle', 'lighter', 'force', 'likely', 'ball', 'reach', 'brow', 'pink', 'ball', 'thrown', 'room', 'force', 'good', 'estimate', 'place', 'paddle', 'directly', 'throwing', 'position', 'force', 'heavier', 'balls', 'circle', 'blue', 'ball', 'thrown', 'tropical', 'background', 'red', 'arrow', 'circle', 'good', 'estimate', 'place', 'paddle', 'right', 'area', 'circle', 'brown', 'pink', 'balls', 'thrown', 'place', 'force', 'paddle', 'placed', 'way', 'lower', 'right', 'circle', 'account', 'wind']","['color', 'ball', 'represent', 'weight', 'Blue', 'light', 'tan', 'brown', '2nd', 'light', 'pink', 'red', 'heavy', 'background', 'game', 'determine', 'trajectory', 'indoor', 'room', 'similar', 'indoor', 'area', 'wind', 'law', 'gravity', 'tropical', 'background', 'cause', 'ball', 'trajectory', 'swayed-', 'like', 'wind', 'blow', 'southeast', 'color', 'arrow', 'determine', 'hard', 'ball', 'throw', 'Yellow', 'throw', 'force', 'red', 'throw', 'force', 'factor', 'consider', 'determine', 'place', 'paddle', 'example', 'blue', 'ball', 'throw', 'straight', 'indoor', 'room', 'yellow', 'arrow', 'good', 'estimate', 'place', 'paddle', 'directly', 'arrow', 'circle', 'light', 'force', 'likely', 'ball', 'reach', 'brow', 'pink', 'ball', 'throw', 'room', 'force', 'good', 'estimate', 'place', 'paddle', 'directly', 'throwing', 'position', 'force', 'heavy', 'ball', 'circle', 'blue', 'ball', 'throw', 'tropical', 'background', 'red', 'arrow', 'circle', 'good', 'estimate', 'place', 'paddle', 'right', 'area', 'circle', 'brown', 'pink', 'ball', 'throw', 'place', 'force', 'paddle', 'place', 'way', 'lower', 'right', 'circle', 'account', 'wind']",291,bad,0.833333333,1,1,1
3990-feab70f2-87c3-4fa3-895b-90bd06753b5e,pilot2,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,32.19946393,The brown one is the heaviest. The blue is lighter. The purple is the lightest. In the room there is no wind which means the balls going the exact direction. On the open background there is wind which pulls the ball to the right. The arrows mean the power of the throw.,The brown one is the heaviest. The blue is lighter. The purple is the lightest. In the room there is no wind which means the balls going the exact direction. On the open background there is wind which pulls the ball to the right. The arrows mean the power of the throw.,"['brown', 'heaviest', '.', 'blue', 'lighter', '.', 'purple', 'lightest', '.', 'room', 'wind', 'means', 'balls', 'going', 'exact', 'direction', '.', 'open', 'background', 'wind', 'pulls', 'ball', 'right', '.', 'arrows', 'mean', 'power', 'throw', '.']","['The', 'brown', 'one', 'is', 'the', 'heaviest', 'The', 'blue', 'is', 'lighter', 'The', 'purple', 'is', 'the', 'lightest', 'In', 'the', 'room', 'there', 'is', 'no', 'wind', 'which', 'means', 'the', 'balls', 'going', 'the', 'exact', 'direction', 'On', 'the', 'open', 'background', 'there', 'is', 'wind', 'which', 'pulls', 'the', 'ball', 'to', 'the', 'right', 'The', 'arrows', 'mean', 'the', 'power', 'of', 'the', 'throw']","['brown', 'heaviest', 'blue', 'lighter', 'purple', 'lightest', 'room', 'wind', 'means', 'balls', 'going', 'exact', 'direction', 'open', 'background', 'wind', 'pulls', 'ball', 'right', 'arrows', 'mean', 'power', 'throw']","['brown', 'heavy', 'blue', 'light', 'purple', 'light', 'room', 'wind', 'mean', 'ball', 'go', 'exact', 'direction', 'open', 'background', 'wind', 'pull', 'ball', 'right', 'arrow', 'mean', 'power', 'throw']",52,less good,0.5,0.666666667,1,1
0912-365443d8-245c-4ce5-b92c-219c03c22b17,pilot2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,43.66860013,"I would say that it is almost impossible to judge where to place the paddle. Random placement seems to be the best option as the balls end position depends on its velocity,this varies which makes the game difficult.","I would say that it is almost impossible to judge where to place the paddle. Random placement seems to be the best option as the balls end position depends on its velocity,this varies which makes the game difficult.","['impossible', 'judge', 'place', 'paddle', '.', 'Random', 'placement', 'best', 'option', 'balls', 'end', 'position', 'depends', 'velocity', ',', 'varies', 'makes', 'game', 'difficult', '.']","['I', 'would', 'say', 'that', 'it', 'is', 'almost', 'impossible', 'to', 'judge', 'where', 'to', 'place', 'the', 'paddle', 'Random', 'placement', 'seems', 'to', 'be', 'the', 'best', 'option', 'as', 'the', 'balls', 'end', 'position', 'depends', 'on', 'its', 'velocity', 'this', 'varies', 'which', 'makes', 'the', 'game', 'difficult']","['impossible', 'judge', 'place', 'paddle', 'Random', 'placement', 'best', 'option', 'balls', 'end', 'position', 'depends', 'velocity', 'varies', 'makes', 'game', 'difficult']","['impossible', 'judge', 'place', 'paddle', 'random', 'placement', 'good', 'option', 'ball', 'end', 'position', 'depend', 'velocity', 'varie', 'make', 'game', 'difficult']",39,less bad,0.166666667,0,0,0
2262-2f4a5633-3ece-4528-af83-0da757539081,pilot2,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,13.59823639,"When trying to place the paddle for the blue ball, you should often place the paddle across the circle from where the ball launches, although it has a tendency to move to the left. For the pink ball, it does not launch very far and tends to fall. If the pink ball is launching from the bottom, place the paddle slightly to the left of the ball because it will fall and will not move far. If the pink ball is launching from the top of the circle, place the paddle at the bottom of the circle, to the left of where the ball is. For the yellow ball, it will launch slightly more than the pink but also tends to fall so place the paddle left of the ball and over a bit.","When trying to place the paddle for the blue ball, you should often place the paddle across the circle from where the ball launches, although it has a tendency to move to the left. For the pink ball, it does not launch very far and tends to fall. If the pink ball is launching from the bottom, place the paddle slightly to the left of the ball because it will fall and will not move far. If the pink ball is launching from the top of the circle, place the paddle at the bottom of the circle, to the left of where the ball is. For the yellow ball, it will launch slightly more than the pink but also tends to fall so place the paddle left of the ball and over a bit.","['trying', 'place', 'paddle', 'blue', 'ball', ',', 'place', 'paddle', 'circle', 'ball', 'launches', ',', 'tendency', 'left', '.', 'pink', 'ball', ',', 'launch', 'far', 'tends', 'fall', '.', 'pink', 'ball', 'launching', ',', 'place', 'paddle', 'slightly', 'left', 'ball', 'fall', 'far', '.', 'pink', 'ball', 'launching', 'circle', ',', 'place', 'paddle', 'circle', ',', 'left', 'ball', '.', 'yellow', 'ball', ',', 'launch', 'slightly', 'pink', 'tends', 'fall', 'place', 'paddle', 'left', 'ball', 'bit', '.']","['When', 'trying', 'to', 'place', 'the', 'paddle', 'for', 'the', 'blue', 'ball', 'you', 'should', 'often', 'place', 'the', 'paddle', 'across', 'the', 'circle', 'from', 'where', 'the', 'ball', 'launches', 'although', 'it', 'has', 'a', 'tendency', 'to', 'move', 'to', 'the', 'left', 'For', 'the', 'pink', 'ball', 'it', 'does', 'not', 'launch', 'very', 'far', 'and', 'tends', 'to', 'fall', 'If', 'the', 'pink', 'ball', 'is', 'launching', 'from', 'the', 'bottom', 'place', 'the', 'paddle', 'slightly', 'to', 'the', 'left', 'of', 'the', 'ball', 'because', 'it', 'will', 'fall', 'and', 'will', 'not', 'move', 'far', 'If', 'the', 'pink', 'ball', 'is', 'launching', 'from', 'the', 'top', 'of', 'the', 'circle', 'place', 'the', 'paddle', 'at', 'the', 'bottom', 'of', 'the', 'circle', 'to', 'the', 'left', 'of', 'where', 'the', 'ball', 'is', 'For', 'the', 'yellow', 'ball', 'it', 'will', 'launch', 'slightly', 'more', 'than', 'the', 'pink', 'but', 'also', 'tends', 'to', 'fall', 'so', 'place', 'the', 'paddle', 'left', 'of', 'the', 'ball', 'and', 'over', 'a', 'bit']","['trying', 'place', 'paddle', 'blue', 'ball', 'place', 'paddle', 'circle', 'ball', 'launches', 'tendency', 'left', 'pink', 'ball', 'launch', 'far', 'tends', 'fall', 'pink', 'ball', 'launching', 'place', 'paddle', 'slightly', 'left', 'ball', 'fall', 'far', 'pink', 'ball', 'launching', 'circle', 'place', 'paddle', 'circle', 'left', 'ball', 'yellow', 'ball', 'launch', 'slightly', 'pink', 'tends', 'fall', 'place', 'paddle', 'left', 'ball', 'bit']","['try', 'place', 'paddle', 'blue', 'ball', 'place', 'paddle', 'circle', 'ball', 'launch', 'tendency', 'left', 'pink', 'ball', 'launch', 'far', 'tend', 'fall', 'pink', 'ball', 'launch', 'place', 'paddle', 'slightly', 'left', 'ball', 'fall', 'far', 'pink', 'ball', 'launch', 'circle', 'place', 'paddle', 'circle', 'left', 'ball', 'yellow', 'ball', 'launch', 'slightly', 'pink', 'tend', 'fall', 'place', 'paddle', 'leave', 'ball', 'bit']",134,good,0.5,0.333333333,1,1
0383-e858c449-d434-4165-a4d8-69f3d6a80039,pilot2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,69.23494887,"Just play you'll get used to it and look at the balls, length and colour of arrows and the back ground which also indicates where the ball is headed ","Just play you'll get used to it and look at the balls, length and colour of arrows and the back ground which also indicates where the ball is headed ","['play', 'look', 'balls', ',', 'length', 'colour', 'arrows', 'ground', 'indicates', 'ball', 'headed']","['Just', 'play', 'you', ""'ll"", 'get', 'used', 'to', 'it', 'and', 'look', 'at', 'the', 'balls', 'length', 'and', 'colour', 'of', 'arrows', 'and', 'the', 'back', 'ground', 'which', 'also', 'indicates', 'where', 'the', 'ball', 'is', 'headed']","['play', 'look', 'balls', 'length', 'colour', 'arrows', 'ground', 'indicates', 'ball', 'headed']","['play', 'look', 'ball', 'length', 'colour', 'arrow', 'ground', 'indicate', 'ball', 'head']",30,bad,0.333333333,0.166666667,1,0
8853-9339735c-dff1-425d-bde6-02122559c1e2,pilot2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,57.42239238,Place the red paddle where you anticipate that the ball trajectory will go. ,Place the red paddle where you anticipate that the ball trajectory will go. ,"['Place', 'red', 'paddle', 'anticipate', 'ball', 'trajectory', '.']","['Place', 'the', 'red', 'paddle', 'where', 'you', 'anticipate', 'that', 'the', 'ball', 'trajectory', 'will', 'go']","['Place', 'red', 'paddle', 'anticipate', 'ball', 'trajectory']","['place', 'red', 'paddle', 'anticipate', 'ball', 'trajectory']",13,bad,0.166666667,0,0,0
5708-392bd2e9-d619-4cc2-a2ea-8b7ec6333af3,pilot2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18.42491205,"Unfortunately, sometimes you just cant predict where the ball will go. However, the more you play, you get to know where its likely to go.","Unfortunately, sometimes you just cant predict where the ball will go. However, the more you play, you get to know where its likely to go.","['Unfortunately', ',', 'nt', 'predict', 'ball', '.', ',', 'play', ',', 'know', 'likely', '.']","['Unfortunately', 'sometimes', 'you', 'just', 'ca', 'nt', 'predict', 'where', 'the', 'ball', 'will', 'go', 'However', 'the', 'more', 'you', 'play', 'you', 'get', 'to', 'know', 'where', 'its', 'likely', 'to', 'go']","['Unfortunately', 'nt', 'predict', 'ball', 'play', 'know', 'likely']","['unfortunately', 'not', 'predict', 'ball', 'play', 'know', 'likely']",26,good,0,0,0,0
2479-d5375716-3217-492c-b692-da9c3c2b3b33,pilot2,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,115.7093136,"I found this to be quite challenging. I barely missed on many of them, I was pissed lol. The brown ball I figured out the paddle must go directly across or a little off to the side, I was successful quite a few times.  The blue ball either went hardly anywhere or across so that one was a challenge, barely missed on some of those launches. Red ball was kind of everywhere and hard to figure out where to put the paddle.  As for the arrows, try to pay attention to them as I did not, I tried but could not a grasp on them which one launched harder than the other.  Do your best, have fun!  It was super challenging for me.  ","I found this to be quite challenging. I barely missed on many of them, I was pissed lol. The brown ball I figured out the paddle must go directly across or a little off to the side, I was successful quite a few times.  The blue ball either went hardly anywhere or across so that one was a challenge, barely missed on some of those launches. Red ball was kind of everywhere and hard to figure out where to put the paddle.  As for the arrows, try to pay attention to them as I did not, I tried but could not a grasp on them which one launched harder than the other.  Do your best, have fun!  It was super challenging for me.  ","['found', 'challenging', '.', 'barely', 'missed', ',', 'pissed', 'lol', '.', 'brown', 'ball', 'figured', 'paddle', 'directly', 'little', ',', 'successful', 'times', '.', ' ', 'blue', 'ball', 'went', 'hardly', 'challenge', ',', 'barely', 'missed', 'launches', '.', 'Red', 'ball', 'kind', 'hard', 'figure', 'paddle', '.', ' ', 'arrows', ',', 'try', 'pay', 'attention', ',', 'tried', 'grasp', 'launched', 'harder', '.', ' ', 'best', ',', 'fun', '!', ' ', 'super', 'challenging', '.', ' ']","['I', 'found', 'this', 'to', 'be', 'quite', 'challenging', 'I', 'barely', 'missed', 'on', 'many', 'of', 'them', 'I', 'was', 'pissed', 'lol', 'The', 'brown', 'ball', 'I', 'figured', 'out', 'the', 'paddle', 'must', 'go', 'directly', 'across', 'or', 'a', 'little', 'off', 'to', 'the', 'side', 'I', 'was', 'successful', 'quite', 'a', 'few', 'times', ' ', 'The', 'blue', 'ball', 'either', 'went', 'hardly', 'anywhere', 'or', 'across', 'so', 'that', 'one', 'was', 'a', 'challenge', 'barely', 'missed', 'on', 'some', 'of', 'those', 'launches', 'Red', 'ball', 'was', 'kind', 'of', 'everywhere', 'and', 'hard', 'to', 'figure', 'out', 'where', 'to', 'put', 'the', 'paddle', ' ', 'As', 'for', 'the', 'arrows', 'try', 'to', 'pay', 'attention', 'to', 'them', 'as', 'I', 'did', 'not', 'I', 'tried', 'but', 'could', 'not', 'a', 'grasp', 'on', 'them', 'which', 'one', 'launched', 'harder', 'than', 'the', 'other', ' ', 'Do', 'your', 'best', 'have', 'fun', ' ', 'It', 'was', 'super', 'challenging', 'for', 'me', ' ']","['found', 'challenging', 'barely', 'missed', 'pissed', 'lol', 'brown', 'ball', 'figured', 'paddle', 'directly', 'little', 'successful', 'times', ' ', 'blue', 'ball', 'went', 'hardly', 'challenge', 'barely', 'missed', 'launches', 'Red', 'ball', 'kind', 'hard', 'figure', 'paddle', ' ', 'arrows', 'try', 'pay', 'attention', 'tried', 'grasp', 'launched', 'harder', ' ', 'best', 'fun', ' ', 'super', 'challenging', ' ']","['find', 'challenging', 'barely', 'miss', 'piss', 'lol', 'brown', 'ball', 'figure', 'paddle', 'directly', 'little', 'successful', 'time', ' ', 'blue', 'ball', 'go', 'hardly', 'challenge', 'barely', 'miss', 'launch', 'red', 'ball', 'kind', 'hard', 'figure', 'paddle', ' ', 'arrow', 'try', 'pay', 'attention', 'try', 'grasp', 'launch', 'hard', ' ', 'good', 'fun', ' ', 'super', 'challenging', ' ']",128,bad,0.5,0.333333333,1,0
4400-1d1f1bc1-4387-4b26-ab57-af431e0c4cf7,pilot2,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,61.11023238,"on the mountain picture it seems to pull the ball to the right 
on the room its slightly to the left
pink ball tends to go the straightest with red arrow, yellow arrow is slightly off 
blue ball and yellow ball tend to not go very far as if there really heavy balls ","on the mountain picture it seems to pull the ball to the right 
on the room its slightly to the left
pink ball tends to go the straightest with red arrow, yellow arrow is slightly off 
blue ball and yellow ball tend to not go very far as if there really heavy balls ","['mountain', 'picture', 'pull', 'ball', 'right', '\n', 'room', 'slightly', 'left', '\n', 'pink', 'ball', 'tends', 'straightest', 'red', 'arrow', ',', 'yellow', 'arrow', 'slightly', '\n', 'blue', 'ball', 'yellow', 'ball', 'tend', 'far', 'heavy', 'balls']","['on', 'the', 'mountain', 'picture', 'it', 'seems', 'to', 'pull', 'the', 'ball', 'to', 'the', 'right', '\n', 'on', 'the', 'room', 'its', 'slightly', 'to', 'the', 'left', '\n', 'pink', 'ball', 'tends', 'to', 'go', 'the', 'straightest', 'with', 'red', 'arrow', 'yellow', 'arrow', 'is', 'slightly', 'off', '\n', 'blue', 'ball', 'and', 'yellow', 'ball', 'tend', 'to', 'not', 'go', 'very', 'far', 'as', 'if', 'there', 'really', 'heavy', 'balls']","['mountain', 'picture', 'pull', 'ball', 'right', '\n', 'room', 'slightly', 'left', '\n', 'pink', 'ball', 'tends', 'straightest', 'red', 'arrow', 'yellow', 'arrow', 'slightly', '\n', 'blue', 'ball', 'yellow', 'ball', 'tend', 'far', 'heavy', 'balls']","['mountain', 'picture', 'pull', 'ball', 'right', '\n', 'room', 'slightly', 'left', '\n', 'pink', 'ball', 'tend', 'straight', 'red', 'arrow', 'yellow', 'arrow', 'slightly', '\n', 'blue', 'ball', 'yellow', 'ball', 'tend', 'far', 'heavy', 'ball']",56,bad,0.5,0.5,1,1
9709-f5ae02a7-e9fa-43f6-8964-bcd3990e36c1,pilot2,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,32.17382011,"observe what direction the ball is pulling towards, and treat it as though the room is tilted in the direction the ball is falling. sometimes that works well, but the rules may be different when the ball is being launched from other directions, forces and in other rooms, so it's about observing that too!","observe what direction the ball is pulling towards, and treat it as though the room is tilted in the direction the ball is falling. sometimes that works well, but the rules may be different when the ball is being launched from other directions, forces and in other rooms, so it's about observing that too!","['observe', 'direction', 'ball', 'pulling', ',', 'treat', 'room', 'tilted', 'direction', 'ball', 'falling', '.', 'works', ',', 'rules', 'different', 'ball', 'launched', 'directions', ',', 'forces', 'rooms', ',', 'observing', '!']","['observe', 'what', 'direction', 'the', 'ball', 'is', 'pulling', 'towards', 'and', 'treat', 'it', 'as', 'though', 'the', 'room', 'is', 'tilted', 'in', 'the', 'direction', 'the', 'ball', 'is', 'falling', 'sometimes', 'that', 'works', 'well', 'but', 'the', 'rules', 'may', 'be', 'different', 'when', 'the', 'ball', 'is', 'being', 'launched', 'from', 'other', 'directions', 'forces', 'and', 'in', 'other', 'rooms', 'so', 'it', ""'s"", 'about', 'observing', 'that', 'too']","['observe', 'direction', 'ball', 'pulling', 'treat', 'room', 'tilted', 'direction', 'ball', 'falling', 'works', 'rules', 'different', 'ball', 'launched', 'directions', 'forces', 'rooms', 'observing']","['observe', 'direction', 'ball', 'pull', 'treat', 'room', 'tilt', 'direction', 'ball', 'fall', 'work', 'rule', 'different', 'ball', 'launch', 'direction', 'force', 'room', 'observe']",55,less good,0.166666667,0.666666667,0,1
2631-cee61fa4-304e-4891-bd5b-35cd8b195512,pilot2,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,43.29435934,"The red ball is lightest and moves fast.
The blue ball is heaviest and moves slowly.
The mixed colour ball moves at a medium speed.
They all move kind of like there's gravity, but slightly circular in manner. 
The mountain background pushes everything to the right, and the other background has normal gravity.","The red ball is lightest and moves fast.
The blue ball is heaviest and moves slowly.
The mixed colour ball moves at a medium speed.
They all move kind of like there's gravity, but slightly circular in manner. 
The mountain background pushes everything to the right, and the other background has normal gravity.","['red', 'ball', 'lightest', 'moves', 'fast', '.', '\n', 'blue', 'ball', 'heaviest', 'moves', 'slowly', '.', '\n', 'mixed', 'colour', 'ball', 'moves', 'medium', 'speed', '.', '\n', 'kind', 'like', 'gravity', ',', 'slightly', 'circular', 'manner', '.', '\n', 'mountain', 'background', 'pushes', 'right', ',', 'background', 'normal', 'gravity', '.']","['The', 'red', 'ball', 'is', 'lightest', 'and', 'moves', 'fast', '\n', 'The', 'blue', 'ball', 'is', 'heaviest', 'and', 'moves', 'slowly', '\n', 'The', 'mixed', 'colour', 'ball', 'moves', 'at', 'a', 'medium', 'speed', '\n', 'They', 'all', 'move', 'kind', 'of', 'like', 'there', ""'s"", 'gravity', 'but', 'slightly', 'circular', 'in', 'manner', '\n', 'The', 'mountain', 'background', 'pushes', 'everything', 'to', 'the', 'right', 'and', 'the', 'other', 'background', 'has', 'normal', 'gravity']","['red', 'ball', 'lightest', 'moves', 'fast', '\n', 'blue', 'ball', 'heaviest', 'moves', 'slowly', '\n', 'mixed', 'colour', 'ball', 'moves', 'medium', 'speed', '\n', 'kind', 'like', 'gravity', 'slightly', 'circular', 'manner', '\n', 'mountain', 'background', 'pushes', 'right', 'background', 'normal', 'gravity']","['red', 'ball', 'light', 'move', 'fast', '\n', 'blue', 'ball', 'heavy', 'move', 'slowly', '\n', 'mixed', 'colour', 'ball', 'move', 'medium', 'speed', '\n', 'kind', 'like', 'gravity', 'slightly', 'circular', 'manner', '\n', 'mountain', 'background', 'push', 'right', 'background', 'normal', 'gravity']",58,less bad,0.333333333,0.5,1,1
