gameID,response,name
9866-1f2a981a-f81e-401b-89ac-0a04d694c48f,"In the room scene gravity acts downwards, as it does in real life. In the outdoor scene gravity act diagonally to the right, as if the gravity we experience were rotated by 45 degrees anti clockwise. \n\nThe blue ball is the 'heaviest',\nthe Red ball is the 'lightest'\nand the Brown ball is somewhere between.\n\nApplying an equal force (denoted by the length of the arrow) to all 3 balls, the red ball will move the furthest since it is the 'lightest' and the Blue ball will move the least distance.\n\nOnce the force is applied and the ball is released it will then traverse an arc relative to the gravity in the scene. In the room scene the arc will be the same as observed in real life. In the outdoor scene rotate your head 45 degrees anti clockwise and the ball will look to behave as it does in the room scene. Place the paddle accordingly.",pedagogy
5722-233ed972-5b2d-440a-a724-5eeee227a7f5,Keep in mind the surroundings you are supposed to be in. Try to figure out the strength or weakness of the throw. You will start to remember general outcomes and you can adjust a little higher or lower as you predict.,pedagogy
5066-28a6eeea-dde6-4ab2-b9db-de9b8eefa183,"The blue ball travels the fastest and has the least deviation, the yellow ball is the slowest and isn't affected much by the speed of release. The red ball is somewhere between the two. Each room has a direction the balls deviate towards. The first and last room are towards the bottom right, the second room is directly towards the bottom. ",pedagogy
6929-cf81b11b-0a10-430f-9c1a-612b50f5b54d,remember direction of gravity and remember the force of each ball ,pedagogy
2021-a963daba-4c41-45ce-86fc-9e917b45e53c,Remember the weight of each different ball and always look at the colour of the arrow. Depending on the room there may be a wind curve applied to the ball movement,pedagogy
1475-894c90a8-4271-4977-af1d-a42a8ff8ce0e,"the pink ball is the 'lightest' then the brown then the blue ball. Therefore the blue wont go very far and the pink will go near where the arrow is pointing. the forest background makes the ball go right , the room makes the ball go left.The ball will fall towards the bottom the centre. ",pedagogy
9990-5ee53c2d-f5dd-4789-8d75-010ce19c90e8,Each ball has different characteristics(the length of the distance traveled and the direction it travels) so it is important to pay attention to the color of the ball. The characteristics of the balls also change based on the setting. The arrows also play a part in the distance the balls travel.,pedagogy
7922-9bb2c49d-9acb-4eed-90f3-83df68ee3edc,"The outside map has a 'wind' that blows to the east. The indoor map has no 'wind push' mechanic. The brown ball throws furthest, the pink is shortest, and the blue is in between. ",pedagogy
6409-cf616ea3-2d50-41a1-afbd-26b4fbbfac3c,"The blue ball is the straightest-flying on a thick red vector, pinky-purple next and brownish last. All of these have shorter flights with the narrow beige vector arrow.",pedagogy
5124-875d2c3b-d15b-4b84-8cec-64f05a0c7004,"I would tell them multiple things. First off to look at the location of where the ball is being thrown. Next I would tell them to pay attention to the color of the arrow, red seems to mean more force and yellow/orange is lesser force. Third, the person needs to pay attention to the location of the environment, a bedroom vs a jungle would give different results. Lastly, I would tell them to pay attention to the color of the ball and learn how the ball moves (if possible)",pedagogy
6935-57e70ac2-383e-4da1-83a5-77531ed8760e,I would put the paddle where I would think the ball would land.,pedagogy
4984-7627d1cc-0298-4c64-9d12-fdf79024ca57,It is important top pay attentio. to the colors of the ball and the lenght of the lines,pedagogy
2811-6c2cec1d-903d-4418-a167-e3a3f63859d4,When there's a landscape as background the ball goes further right and when it's a room the ball just moves with normal gravity pushing it down.\nBlue ball is slow\nPink ball has medium speed\nBrown ball is really fast\n,pedagogy
0347-ff6cc1d5-25bf-40d5-9b16-094c2378d534,"The brown ball is heaviest, so it won't travel far. The blue ball is lightest, so it'll travel farthest before gravity hits. The pink ball is in the middle. In the jungle background, gravity is a few ticks to the right of normal. In the room background, gravity is normal. ",pedagogy
6433-1d1b5458-e6c0-405a-856b-0c12d2d95909,take a note of the colour of the balls and the size/colour of the arrows. Use the first few throws to gauge how far the balls travel depending on these. But also be mindful of which direction the 'wind' is going for each environment. Then there's also a far bit of luck involved to get in exactly the right spot so don't get disheartened!,pedagogy
7910-e89d7fce-a44f-4355-8fce-bf8f314b91e9,"I honestly have no idea. I would say that the yellow arrows mean a harder throw and that the longer the arrows are means the further it will go. The yellow ball behaved the most normally only curving slightly. The pink balls were the slowest and went the shortest distance. The blue ones were fairly normal but curved more drastically. In the outdoor room the balls all seemed to orbit the same way, counter clockwise. In the indoor room the balls all seemed to fall toward the floor. Personally, I feel that the game was very difficult and I never figured out how to place the paddle. It was really more of luck. ",pedagogy
1018-04ca3036-0c09-4433-8011-e064ac52f5e7,"If I were to explain to someone how to understand this game better, I would recommend not getting confused with the balls, and right when you start the game immediately remember the characteristics of each ball instead of guessing or not focusing. I agree that this game was challenging and yes I did get better as I played it more but I still made some mistakes. My mistakes were mainly from not remembering the inside room after playing in the outside room so I would recommend remembering the inside room ball characteristics and not forgetting them. I believe these tips will help them learn how to play the game faster than the amount it took me to. ",pedagogy
4705-09b22401-b2bf-4563-97b5-d7327485dcbe,"The brown ball is the strongest and will go the farthest. The blue ball is the weakest. The pink ball will behave somewhere in the middle. The blue room has stronger gravity that seems to be centered in the bottom right quadrant so the ball will try to move in that direction. Pay attention to the arrows - it's early to forget about them when you are trying to keep track of ball color and room. When you see the yellow arrow, the ball won't get very far in most cases and may even take off from the bottom and fall back where it was. When in doubt, gravity is in effect so place the paddle a little closer to the bottom middle than you would think you should. ",pedagogy
